UMAP1,UMAP2
6.0905848,-7.161148
13.751868,10.544777
11.418718,11.608393
10.542574,9.488722
12.466639,15.125901
0.3401843,9.999061
11.08758,9.345519
2.550956,-4.3643885
2.9029253,0.28600746
13.723402,3.03103
15.828885,2.7726517
0.20193774,2.467833
4.4822392,10.040651
6.3291326,-3.460159
2.8399518,2.5637386
12.789079,10.644932
1.9071634,10.233408
11.210629,1.3592101
-5.8494377,9.01941
16.5609,4.0371842
0.6527815,3.5482793
3.4829397,10.134947
1.7295979,7.706036
4.452822,10.031986
4.1224575,4.4344783
-4.4386783,11.939111
4.9136367,-4.717129
0.15444775,2.37599
12.857604,10.078165
-3.575215,12.267672
13.250255,0.0095105665
10.983965,9.236766
13.247183,2.001985
5.218811,-3.8198888
-1.0370297,13.034316
11.372308,12.122999
0.57830715,3.651655
-0.7996395,-4.861941
-3.62082,1.7931067
11.398243,10.836734
14.349231,2.1657386
0.11135218,-4.9212136
1.2513527,8.6262045
11.569431,11.355464
4.858372,-4.059982
6.1019597,4.997842
-5.036525,11.464548
2.6154313,0.6426072
4.25297,12.2848625
10.19984,1.4205469
17.541069,4.7591357
-4.5271797,12.811967
2.50436,0.8469022
2.4702616,-5.781668
9.969627,1.4562504
7.528556,-4.9641366
3.9718182,4.260932
14.437312,2.074357
13.707664,0.77878386
11.71314,6.951718
13.693845,0.62645376
-6.085275,11.372465
5.9135237,5.6088305
0.1275839,2.3297565
2.6712608,0.5682132
4.4835477,8.714841
17.55655,4.7295804
-2.1439404,2.0659034
2.5645869,-4.3567524
2.8931224,-6.160096
11.3642435,6.5707583
6.2005634,-2.7694702
3.4803033,3.835206
-0.57885146,-4.774865
10.642886,15.7252655
4.3199553,12.698663
2.2916577,-4.825912
11.236517,1.3331145
11.261842,9.018259
3.541032,10.174565
-0.29197255,-4.662586
15.276891,2.268029
6.1456294,4.9423356
-1.9705248,12.606835
1.1206441,9.638275
15.297007,2.7827795
0.5863209,7.6831493
2.5529234,2.8005068
6.247597,7.546558
0.32668814,9.995547
12.865004,4.8426285
2.764806,2.584523
12.87726,9.731967
10.591092,15.687425
4.8454256,-4.0873494
11.319889,6.464855
4.9988146,-4.790091
8.019676,15.5285225
13.012785,4.8436775
2.3905072,-4.698235
-1.212534,12.905641
1.7179254,-5.26126
8.312487,-4.8836384
15.524326,7.4930596
0.60153747,10.653084
3.6723616,10.172527
17.32165,3.7795172
1.9450084,10.189671
-1.7170074,12.713732
16.279888,2.9757004
2.4547956,-5.765842
6.190506,7.6358037
6.3336535,7.7652082
15.444075,2.3761117
-4.7879605,11.148451
5.3672915,-5.0907164
6.026541,6.1068854
-3.054435,12.49046
0.40595236,3.946485
9.318857,15.667469
16.046911,4.4732494
-4.5475106,12.857477
14.032866,2.9028425
3.8322463,1.3485707
17.509197,4.679933
0.34168988,10.000702
17.19049,3.511858
0.4955108,-4.404984
7.812627,14.208228
3.8900683,1.3152379
-1.1888751,12.898238
11.659934,13.684875
11.696796,6.5033193
12.260429,5.1727233
12.39506,15.097729
15.222746,8.015418
9.863095,1.4655848
8.707732,-5.707434
11.444217,6.637518
-6.246005,11.480619
14.639748,4.135798
8.449634,15.376405
-0.8322543,-4.825473
8.210108,-4.986647
13.15029,4.581986
-5.594323,7.919766
4.9059844,-7.430057
15.03514,7.9802074
7.9600453,15.564954
7.794903,14.186984
2.479895,-4.5897408
11.852687,14.14846
3.528557,10.190034
6.259962,7.439376
4.5125213,11.136525
6.17067,7.4019003
-2.6842113,1.2723554
4.33521,12.734842
15.649792,7.0788975
0.78680384,9.93572
4.0531197,-7.39467
4.0289288,1.014051
0.4115922,3.826122
0.4245476,2.6093047
-5.8428125,9.002798
4.972075,-7.3807464
12.192954,5.1801786
0.1901985,-4.8601537
14.1991825,-0.16519064
-5.534512,10.169986
-4.455528,12.631213
-3.8549864,12.120968
14.490913,4.3798785
0.92129123,7.759881
12.183027,6.2567587
15.074017,7.9022336
-6.4689565,11.636307
-1.0593102,13.019527
14.030608,2.8882
-5.222577,10.497387
7.292772,16.215168
11.22092,9.04716
3.8988664,0.48123214
6.089671,-7.1671934
14.069618,1.8637807
-5.3463764,7.4750733
4.293968,12.671789
5.572759,8.255208
12.398578,15.43706
13.476343,4.1335926
5.395828,-6.0478454
4.3338766,10.287959
2.9680655,0.3208734
4.818362,9.664058
-1.8156809,12.669432
1.4131345,2.884103
11.475752,11.585208
-2.4458067,1.7874049
4.5314717,11.149563
1.2880155,9.414816
6.333528,-2.2928193
17.505571,4.721214
1.8008021,-4.970343
-2.2384155,12.565935
13.33186,0.09490781
12.473062,15.397322
5.606741,-7.095934
6.213274,-2.770131
11.505184,6.675986
0.815231,3.3150568
11.677785,16.110495
11.676548,13.695259
2.1977923,2.8890584
7.295209,16.213005
0.46037948,9.948761
1.7392746,10.28029
10.060491,15.584751
1.2088274,8.186403
4.2712593,12.103155
14.006177,1.8410687
2.235256,-5.1101675
-2.6886468,1.2569649
11.8545885,6.195875
15.162576,2.5770674
15.146565,8.022187
-5.839953,9.057545
4.721947,9.851001
-2.6378937,12.507689
11.411229,6.554208
12.367888,15.347087
13.981274,2.8646889
-4.4398084,11.863614
0.38387236,-4.2946362
2.4127512,0.99004024
6.346735,-3.544853
3.4518774,0.71330696
15.573252,2.6245878
13.37649,2.090688
-2.4865432,1.9710553
2.699187,0.5198308
11.463217,8.860494
0.3729903,3.9367297
4.788335,-4.199501
2.709937,2.818708
8.664892,15.413963
0.9056569,7.74408
2.7650094,-3.9955251
2.288544,1.0743972
1.7288814,10.248349
-6.1892204,11.446449
2.2411113,-5.420252
15.719828,4.379627
4.2835417,11.5588665
-1.0775822,12.9950695
10.557102,15.680817
13.319707,2.1312883
-3.5636978,1.8447973
5.0476723,-3.9387722
5.7943506,-3.8770423
17.330212,3.6720662
12.273591,13.849705
14.26512,9.728298
4.053105,-7.4079103
10.127344,15.590252
16.188034,4.4486647
1.8738664,10.262111
12.425638,12.9511385
13.297579,2.149924
6.1804843,7.2921824
5.950769,5.8002214
1.8404288,7.5997505
11.226958,1.3588135
0.07614839,2.307934
-2.7180822,1.283098
2.6519933,-3.834086
10.050076,15.600412
0.96089655,7.78506
8.147549,14.904465
4.6218653,8.972741
1.986694,2.8243396
2.8546035,2.6752045
6.0671377,-3.0852108
12.26998,13.9983225
12.16524,5.219273
11.9523535,5.4629893
8.318919,-4.864214
11.703424,6.9577003
5.333256,-5.8687253
14.185606,4.3525295
1.9023647,-4.9695773
10.942958,9.698765
5.914965,5.3985934
0.4312826,3.8429625
4.0311494,4.3277254
3.6933315,10.263701
-5.0468636,7.033324
10.170645,15.66091
5.535372,-6.8804064
1.8673085,9.627497
15.467947,7.634751
5.723007,8.123846
13.655295,10.657542
0.86999035,3.244895
12.491066,15.482789
1.2496071,9.49992
12.470548,15.408291
-3.3060124,12.383706
12.216411,13.355216
4.625714,8.835436
15.605158,2.7922902
8.107025,14.761235
12.899684,4.966555
12.659262,5.9294906
14.05359,1.8137635
4.268029,12.101641
-1.1960176,12.890687
8.496494,-5.4810705
3.4398906,0.3557038
7.850415,15.633561
0.033490967,-4.8502197
13.787841,2.9608507
12.991441,10.335491
4.6054378,9.973645
4.256411,12.198147
7.3671026,-5.0133014
9.09183,15.586848
4.2135673,-7.0983553
14.200685,-0.16339509
15.428898,4.330694
12.471926,15.342443
2.9091308,0.42752466
8.608309,-5.604786
2.5192108,3.2624636
11.340904,10.840342
16.883823,3.3717883
0.54903525,7.665285
-2.2431953,2.1524053
5.693416,-3.9737325
0.7210582,7.810255
7.9566107,14.414264
17.119675,3.6041973
17.34698,3.631356
4.08971,-7.126253
3.7472172,1.3037477
0.6279578,7.7148185
-5.4223995,7.629025
2.8558578,-4.180148
3.6036172,0.6228434
0.33654508,9.99915
13.626145,10.596215
17.648174,3.559615
-2.1641543,2.14541
-4.650438,11.757487
3.5565507,-6.5436015
11.649477,16.121563
15.669518,7.033654
-1.6742489,12.732861
15.674133,7.016076
2.681471,1.3106834
12.029998,5.3843813
-3.5446653,1.798193
12.731602,9.66817
6.1195407,-3.0919383
-5.071258,7.0583773
16.451649,4.13623
7.5023303,-5.00132
1.3521268,8.012015
2.8449593,-3.9689941
-3.3729603,12.339854
2.3509293,-4.7360854
4.311188,12.707756
13.765884,1.1010559
5.6164107,-3.9594119
0.6129522,7.715
0.4085995,3.9058812
2.7911642,-6.0831275
11.263933,10.716462
6.1769147,-2.7880857
3.8964205,1.3253721
5.3436036,-5.820879
-1.0642822,13.009779
2.497061,-4.4646196
0.5023283,7.6399407
4.2744126,12.152571
8.131365,14.828374
-5.61273,9.485332
-5.1893454,7.2018123
-0.51488584,-4.9221983
3.8640893,1.3351912
7.478942,-4.992044
10.713716,9.506395
12.296954,5.120491
2.7989218,2.7713919
-5.2310266,10.389455
10.665088,15.72406
6.210812,7.344415
13.232546,-0.004369454
14.003922,10.292215
1.7184241,9.542198
5.914787,5.54135
16.254894,4.6840105
13.296258,2.1034753
13.654081,2.9796734
-6.51365,11.667406
8.699364,-5.6991506
0.1560366,2.22509
-3.1068377,1.7962404
4.671958,-7.605426
6.057612,6.2247596
5.999449,-7.138971
12.067103,5.480146
4.0259857,10.459957
1.8075994,10.299023
-4.524691,12.872036
-0.7820663,-4.8732305
11.229233,1.3863242
15.137088,7.966667
2.6869314,2.868829
6.242579,7.740716
-2.4860306,1.6932989
14.71722,3.9687178
4.636285,-7.5598664
0.58735603,2.6938548
11.315131,12.057017
-3.1731439,12.404405
15.66038,7.0399923
-6.494431,11.650687
4.347844,11.149484
12.4177065,12.998007
11.156094,1.3857191
16.113377,4.511094
0.46712852,-4.7046366
11.06923,9.135546
13.823226,1.087709
15.686906,7.019999
-5.159956,11.537267
17.267862,3.509608
13.24127,-0.0034159268
1.3015966,9.56711
3.7632132,-6.414736
12.693014,5.891483
7.581846,-4.9456105
3.0651872,0.4276733
14.769016,4.0290303
6.2841134,7.680684
12.828206,10.588816
13.798019,1.3592299
6.2504687,-3.5774798
16.194384,4.583906
13.746728,1.0253661
11.190465,1.380173
4.256758,10.637241
13.561946,3.5525534
12.421148,15.51893
0.46107477,-4.469765
-2.4469974,1.8187335
14.212519,-0.17799263
8.2549925,-4.906262
-5.7288623,9.061552
11.580072,6.568042
5.941888,5.7697463
10.310854,15.61741
3.8629503,4.132854
11.3786125,12.148438
4.534186,8.77181
-2.659686,1.3100748
7.7645288,-4.927005
15.497949,7.588174
11.959932,5.451709
11.738846,14.047618
4.255541,12.067208
1.9747949,10.265417
6.1202517,-7.165531
0.65713763,10.582787
15.195274,8.061433
11.003505,9.214253
1.7529979,9.572172
5.563402,8.269964
10.545436,15.668839
14.4196825,9.737058
10.625279,9.468002
5.638979,-4.0374413
-5.57477,9.837808
12.228425,13.439157
0.6206999,10.622745
3.1294072,-6.293655
1.8338225,7.6114807
3.7711222,4.039947
11.424223,12.178447
11.477253,12.205211
9.889466,15.625743
-5.7348847,8.691113
1.7418486,-5.3892555
3.7103567,0.38706368
3.6894805,-6.4597597
3.3269694,10.031895
2.841041,-6.1190653
7.251988,16.25476
2.3531084,-5.669441
5.690022,-5.138053
2.8887737,2.508595
0.42304847,3.8502736
4.8565,-4.0778656
0.7450056,3.4464495
3.4800954,10.137042
14.616215,2.0105073
6.187857,7.1819534
-5.8456616,9.02137
6.3903856,-3.545139
15.359595,2.6938627
12.189976,13.358209
-4.556186,12.858636
1.7415512,-5.3933444
5.396259,-6.014285
12.227354,13.94691
-3.6462963,1.7600176
4.2952547,11.535311
13.828659,1.1287299
6.3402834,-2.3001196
12.872623,4.767097
3.4478793,10.094993
9.245376,15.631486
5.512697,-5.101758
4.5389557,9.222049
16.316557,3.0030098
4.6569676,-4.3652015
11.21398,11.209613
5.3906593,-6.8441305
11.388554,11.847053
-0.2872036,-4.6553526
0.13605574,2.3343263
17.225632,3.506571
11.263171,11.135504
-5.724744,8.646431
12.30131,5.122366
11.136225,9.377349
-5.677778,9.364262
15.799885,2.6587636
1.3080899,9.328318
8.58765,-5.580369
-4.9291105,11.135265
0.018715916,-4.7294164
3.5849855,10.206961
13.697091,1.5267754
11.437498,12.069656
3.7349553,-6.4285154
13.263373,0.023797214
0.2406209,2.4654064
17.679298,3.548883
11.324883,10.989694
15.66108,2.7596734
3.7902703,1.3803391
12.07974,5.3104873
-2.42957,1.7564955
1.7990605,10.229291
14.813602,2.426262
11.24002,9.019445
0.47602114,9.964569
7.6040273,-4.911507
2.4696739,1.0701467
1.426727,8.019286
-3.226029,12.336724
11.668442,6.9348836
11.747402,6.9750996
2.3898008,1.0755817
4.288555,12.7284
4.329042,10.941157
-5.7249765,9.266236
4.481205,9.407528
12.928321,10.233834
13.319797,4.2717624
14.474828,9.799738
7.8667774,15.632782
2.864321,0.34470418
1.5780917,9.478037
-2.9337573,12.416346
-5.510311,7.7875843
8.219656,15.10803
7.8408427,14.244329
9.866151,1.467135
-5.634461,7.931845
14.787557,3.0529716
-3.146504,1.7785443
13.503223,0.30314326
12.795644,9.718313
13.26981,0.026794763
2.1097608,2.8828754
6.353388,-3.4843302
6.2618155,-2.4872458
13.692958,10.59665
2.844945,2.546077
4.627228,9.10398
0.786271,9.919195
0.103677176,2.3286264
4.556696,11.17989
17.31359,3.7454944
14.498295,9.781518
10.624781,15.710817
6.0759993,5.036034
16.796242,3.5714285
-1.1765925,12.910553
10.90203,9.336208
2.3863115,2.8328729
6.0046043,6.0220513
10.274293,1.3840146
8.297467,15.296425
14.171906,10.105206
12.264478,13.284866
13.19324,4.441487
14.197753,-0.16445443
8.699584,-5.6992106
5.868727,5.453182
11.092936,1.4097441
-6.041348,11.347799
-5.5595694,9.900561
-0.83954823,-4.7869797
12.943834,10.267533
-4.459858,11.5988
-0.12756525,-4.926075
-0.46448097,-4.9599047
11.62931,6.565666
-2.949666,12.501533
10.259515,1.4072689
0.8823321,2.8676739
12.097156,5.3229027
-4.863492,11.050625
2.3321717,1.0144119
14.620132,4.160193
6.0891285,-3.0474262
-5.7546587,8.95143
4.6130776,-7.428919
-4.5074224,11.62769
10.57326,9.5083475
1.5205761,7.8784375
12.695132,5.8782353
0.4015959,-4.5949903
5.438173,-6.885144
-3.886816,12.113752
0.7505212,7.683485
-0.4023972,-4.674454
2.735549,-4.0873218
14.191531,9.766697
16.52231,4.073863
6.0921116,-7.163437
-5.0394025,7.0261345
13.757246,0.9806735
-0.07839497,-4.928986
-1.05681,13.014973
13.295076,2.2266138
-5.0602713,7.046285
-5.578341,9.800319
12.413761,15.325569
0.7341597,10.123273
13.963483,1.7271514
11.15684,9.329643
-5.097603,7.0860744
4.638055,-7.617564
1.8255856,9.625168
2.7885072,-3.968797
14.106544,10.177364
0.51070154,7.643652
6.3037896,7.724098
11.933921,14.178146
4.1598105,4.4621964
6.129979,-2.9500203
9.265933,15.535885
3.8537223,4.104996
12.471267,15.113977
1.2451661,9.004133
4.8509464,-7.349409
4.4094534,11.029085
4.811403,9.7525425
4.3425927,-7.159499
3.6476574,0.45258006
4.36768,12.693997
3.0482612,3.612807
13.777889,1.1086806
5.276962,-5.943318
-6.0714808,11.26732
11.328516,6.376467
10.31739,1.3668307
2.1681905,2.9385543
12.023716,6.3274474
-5.719219,9.156158
14.713704,3.7624521
4.5240026,10.032863
-5.650874,9.431553
-4.691047,11.26278
-2.014233,2.1320193
-0.41195822,-4.9514446
11.7675705,6.9852304
0.706825,2.7684214
2.534604,-3.7641065
-5.406448,10.272927
12.5153885,12.853514
-2.4368358,2.0150764
-3.1068296,12.396336
4.267655,12.10197
11.557924,8.847395
8.055893,14.644355
6.3289943,-2.3060672
6.1289425,-2.9271684
12.428668,15.0242405
5.786442,8.061775
2.7401671,1.34461
11.598706,16.080053
4.0741267,0.5465968
11.77716,13.562469
9.890973,1.4615856
-4.55928,11.475169
12.016327,14.232086
7.3429394,16.165476
-3.1076035,1.764278
11.218735,11.164146
2.2057192,-4.8508673
8.281809,-4.9001827
-2.478563,1.9365466
10.143743,15.588401
-2.132548,12.572129
7.5988965,-4.947161
9.311283,15.636098
14.764699,2.849865
15.458316,2.7718096
-5.728089,8.744995
2.7723432,-6.0081887
-2.5692906,1.9768921
1.2171904,9.030004
-0.8468097,-4.827263
10.315372,1.4304333
13.610606,3.22535
-2.3053896,12.5598545
-2.9891276,12.512536
13.225013,-0.017508183
17.374828,3.8541205
11.578666,6.86079
4.594323,8.876283
14.044042,4.341794
8.137728,-5.0513067
-5.5517893,9.947323
15.479789,2.6955054
4.838487,-7.4880667
13.370383,2.410459
10.504243,9.481412
17.573378,3.561231
1.6942008,-5.348145
0.89699787,7.7440424
14.6105995,4.167828
17.496634,4.7822666
4.706845,9.143249
-2.1781025,2.1217093
14.262463,2.9125721
15.36835,2.6823604
4.287922,11.61131
2.641705,-3.8280048
-5.3819613,7.5394273
-2.2743013,2.0952914
11.362599,10.887167
6.18296,7.284918
-5.9525194,11.407668
2.5325449,-5.844617
9.352213,15.6679535
4.47619,-7.1257877
14.692016,4.339572
12.382674,14.923838
12.886514,4.7581043
0.9033216,3.103154
14.442554,9.841917
0.36262882,2.592591
10.226484,1.4359801
11.17126,1.3772919
17.084524,3.6863937
4.435609,8.658769
0.73670346,10.475883
8.046316,15.500303
8.313954,15.325741
0.7065375,2.7719615
4.6513305,-7.62217
13.68904,0.4617775
-5.010738,10.8781185
13.887898,10.422679
12.319247,13.199812
5.028342,-4.817451
13.813149,2.95431
11.673076,16.147995
-1.8811638,12.646801
11.325516,11.998302
15.092895,7.94472
5.477047,-5.0991793
5.5941334,8.238133
1.8598459,7.581307
4.411045,9.744037
16.172258,4.5436745
4.1479826,4.4547367
2.876238,-6.146783
16.283,2.9784114
12.493141,12.888834
11.681011,13.652305
13.672819,0.5762225
4.0373125,-7.3905053
10.228116,1.4286393
16.471132,3.1227741
0.60210526,3.610891
3.8346825,-6.393419
-5.904422,11.4168215
9.864467,1.4648697
-5.1870275,10.503923
5.7304373,-7.0778766
-5.7992387,9.124844
10.45244,15.619146
5.451108,-6.1820583
2.529021,-4.3991914
15.408347,2.3111176
7.7991934,14.196912
-5.274155,11.522177
12.729485,5.7871885
-3.6088483,1.7958685
2.8279135,-3.982174
8.468768,15.366807
-4.0244236,12.079373
3.8634446,1.3391272
12.47242,15.246882
0.7423804,3.4248402
-2.6726894,1.2907084
4.1071515,4.412528
2.657066,3.2956285
2.3934977,3.1165266
16.71655,3.8261378
3.5936518,10.20321
1.2358274,8.976713
6.287204,-2.4257488
8.085717,14.678441
5.2318482,-3.8503432
7.5184913,-4.981977
11.025763,9.230063
0.46569702,-4.4524126
14.2734,9.756544
0.11135013,2.3050506
11.558899,11.571231
-4.6471934,11.320966
-4.4760265,12.709093
12.802511,9.73492
-5.5350213,9.9803
3.3273501,0.4048025
14.552228,4.3126664
5.4210725,-5.3548856
1.6482371,-5.325218
3.06094,0.35558137
-3.696897,12.183684
11.667116,16.133326
11.284054,6.4486527
11.705506,16.085018
4.5733147,-7.623264
11.401083,6.5866146
15.97695,4.4121256
12.704205,9.650201
2.7580023,-6.0504847
12.648388,5.939837
3.692992,3.9995432
8.413775,-5.4112644
5.267344,-5.9166603
4.6697197,9.950541
-0.8096853,-4.875788
7.8030744,14.192728
8.376414,-5.321659
14.95799,4.224623
12.544845,12.801443
3.001345,-4.1081448
15.449481,7.652636
5.6081195,-7.0230823
6.1819286,-2.793549
10.584528,9.536204
11.520845,12.354694
2.57265,2.7643259
-0.22087762,-4.6653175
6.1179543,4.9723635
11.818452,14.09891
-5.575238,9.7532835
-4.5537114,12.862821
-3.0600479,1.854625
12.801643,10.644917
8.66693,15.4538965
14.399104,9.657165
12.670627,5.9113345
12.063593,6.315204
-3.921958,12.150966
4.8180423,-4.5566573
3.315051,0.3846148
-5.18465,10.491583
11.720147,6.5788198
-2.45729,12.539171
3.859398,4.120067
10.569395,9.47328
5.3768587,-7.1690307
9.713411,15.693394
0.5053314,7.6420884
15.372799,2.312402
3.6132054,10.223374
17.546385,4.7881856
5.9003263,5.491712
-6.5265136,11.6800785
8.704713,-5.7037253
4.9005704,-7.4474196
-5.705091,8.533505
5.5875435,8.245484
12.282734,13.935927
17.610514,3.602585
2.7415593,3.2953227
-5.9240837,11.409013
14.058855,10.243601
7.827244,15.669809
7.2958446,16.213013
2.3264124,1.0416205
11.24024,11.090376
0.054091837,2.307875
6.316793,7.7401104
1.8473163,-5.0401015
13.684923,0.67207056
2.2767253,-5.568956
6.42186,7.8439837
2.3232396,-4.812936
-0.34149358,-4.9304876
14.176093,-0.10420057
-5.630283,7.934403
5.9728503,5.8098445
15.1621,8.117341
3.5828512,3.868331
7.846581,14.247668
14.405918,4.3602805
9.401891,15.674369
3.7313244,0.43914935
11.3657875,10.916719
13.28258,2.2464225
-5.196013,10.529748
14.472169,9.796141
0.5573742,9.9611225
5.4563828,-6.528799
15.753651,2.636464
10.13358,15.583355
5.4424224,-6.7695937
15.292346,7.9206123
4.07052,-7.4146314
1.8596604,7.5958953
10.202821,1.4387769
16.648952,3.9479113
-4.4829726,12.716307
4.133692,0.5532959
-5.6352153,9.528846
13.342347,1.9633163
-5.615807,7.91762
14.167895,-0.12936364
15.619635,7.1092834
-2.673983,12.489188
11.710789,13.591971
4.0960617,0.61838734
6.011581,6.072955
15.662411,2.7539144
12.301408,14.694461
12.825114,9.802996
6.0121145,6.0446863
10.1607485,1.435614
-6.1273656,11.406057
3.4712324,1.0273713
2.835107,3.4624658
0.339134,-4.6784096
11.481565,12.281767
3.6447077,-6.4688263
-3.6270435,1.7828928
7.251822,16.24935
0.75955045,9.964124
11.919533,14.200089
13.258394,4.363914
17.43141,4.697042
-5.084231,11.574995
11.314733,8.963754
12.789964,10.651146
14.720121,4.037588
0.21415831,-4.8779526
6.1977525,-2.7727592
5.184976,-3.871109
3.8658063,4.129217
14.657597,2.1758747
2.5972552,1.2266325
15.214694,8.006048
4.118172,0.49879968
1.2429287,8.85477
15.073969,2.2271452
-5.6020555,7.8951516
6.292591,-2.3778806
-6.464947,11.626504
4.7967205,9.7557335
14.326446,9.730345
5.912684,7.9415464
3.9738579,4.2584634
6.133876,-2.8618188
0.60933024,9.977372
2.721888,1.3379773
4.140198,0.53258836
12.395068,15.259562
-5.1339307,11.538202
-5.3275156,7.4341793
